timestamp,video_emotion,voice_emotion,biometric_data,distress_level,llm_response,stt_text
2026-04-27T06:57:29.654924,No Frame,Idle,"HR: 68.5, EDA: 99.2",0,"I'm here with you, and I'm ready to listen when you're ready to talk, take your time and feel comfortable starting our conversation.",
2026-04-27T06:57:35.092389,Unknown,Fear,"HR: 70.6, EDA: 95.4",80,"I can sense your fear, and I'm here with you, even if you're not ready to talk, I'm listening and here to support you.",
2026-04-27T06:57:40.608041,Head Nodding,Sad,"HR: 70.5, EDA: 100.6",60,"I can see you're nodding, and I sense a tinge of sadness in your voice, I'm here with you, feeling a gentle and non-judgmental space for you to express yourself when you're ready.",
2026-04-27T06:57:46.376817,Unknown,Happy,"HR: 74.0, EDA: 109.2",20,"I'm here with you, and I sense a calm atmosphere, although your biometrics suggest a hint of physiological arousal, I'm happy to chat with you when you're ready.",
2026-04-27T06:57:51.938212,No Face Detected,Happy,"HR: 74.7, EDA: 95.3",20,"I'm here with you, and I sense a calm and happy tone, despite not being able to see your face or hear your voice, your biometrics suggest a slight physiological arousal, but overall, you seem to be in a positive state.",
2026-04-27T06:57:57.411141,Head Nodding,Disgust,"HR: 76.6, EDA: 93.3",80,"I sense that you're feeling quite upset, and I'm here with you, even if you're not ready to talk about it yet, I'm here to listen when you are.",
2026-04-27T06:58:02.966333,Unknown,Anger,"HR: 73.6, EDA: 91.2",20,"I'm here with you, and I sense a calmness in your biometrics, despite the elevated EDA, which might indicate some underlying excitement or energy, I'm happy to chat with you when you're ready.",
2026-04-27T06:58:08.583113,Unknown,Disgust,"HR: 72.7, EDA: 79.5",60,"I sense that you're feeling quite upset, and I'm here with you, even if you're not ready to talk about it yet, I'm listening and ready to support you when you are.",
2026-04-27T06:58:14.359632,Unknown,Happy,"HR: 77.9, EDA: 81.3",5,"I can see you're nodding, and your voice tone sounds happy, it seems like you're feeling quite positive and engaged in our conversation, I'm here with you and ready to explore whatever is on your mind.",
2026-04-27T06:58:19.916567,Unknown,Happy,"HR: 76.3, EDA: 49.1",10,"I'm here with you, and I sense a calm and happy atmosphere, even though we haven't started talking yet, I'm ready to listen when you are.",
2026-04-27T06:58:25.465259,Unknown,Happy,"HR: 78.8, EDA: 28.5",10,"I'm here with you, and I sense a calm and happy tone, which is wonderful, I'm ready to chat whenever you're ready to share what's on your mind.",
2026-04-27T06:58:30.961360,Unknown,Happy,"HR: 78.7, EDA: 36.6",10,"I'm here with you, and I sense a calm and happy atmosphere, even though we haven't spoken yet, I'm looking forward to our conversation.",
2026-04-27T06:58:36.598312,No Face Detected,Fear,"HR: 77.5, EDA: 40.5",60,"I can see you're nodding, and I sense a bit of fear in your voice, even though you're not speaking - I'm here with you, and I'm ready to listen when you're ready to talk.",
2026-04-27T06:58:42.175333,Unknown,Happy,"HR: 75.1, EDA: 35.9",10,"I'm here with you, and I sense a calm and happy atmosphere, even though we haven't spoken yet, and I'm looking forward to our conversation when you're ready.",
2026-04-27T06:58:47.670572,Unknown,Anger,"HR: 71.0, EDA: 21.5",60,"I can sense your frustration and anger, and I'm here with you, ready to listen and support you when you're ready to talk.",
2026-04-27T06:58:53.221740,Unknown,Happy,"HR: 73.2, EDA: 46.8",10,"I'm here with you, and I sense a calm and happy atmosphere, which is wonderful, let's build on this positive energy together.",
2026-04-27T06:58:58.985378,Unknown,Fear,"HR: 77.2, EDA: 42.6",60,"I can sense your fear, and I'm here with you, even if you're not ready to talk, I'm listening and ready to support you when you are.",
2026-04-27T06:59:04.560470,Unknown,Anger,"HR: 78.4, EDA: 50.9",60,"I can sense the tension in your voice, and I'm here with you, ready to listen when you're ready to talk, let's take a deep breath together and explore what's bothering you.",
2026-04-27T06:59:10.066571,Head Nodding,Fear,"HR: 78.7, EDA: 48.3",60,"I can sense your fear, and I'm here with you, even if you're not ready to talk yet, I'm listening and ready to support you when you are.",
2026-04-27T06:59:15.610566,Unknown,Fear,"HR: 79.2, EDA: 54.3",60,"I can sense your fear, and I'm here with you, even if you're not ready to talk yet, I'm listening and here to support you.",
2026-04-27T06:59:21.270339,Unknown,Fear,"HR: 81.7, EDA: 56.4",10,"I'm here with you, and I sense a calm and happy tone, I'm ready to listen when you're ready to share.",
2026-04-27T06:59:26.997747,Unknown,Happy,"HR: 83.0, EDA: 54.5",20,"I'm here with you and I sense a calm atmosphere, your biometrics seem relatively stable, and I'm looking forward to our conversation when you're ready to share.",
2026-04-27T06:59:32.530671,Unknown,Disgust,"HR: 83.4, EDA: 56.3",60,"I can sense that you're feeling quite upset, and I'm here with you, ready to listen when you're ready to talk about what's bothering you.",
2026-04-27T06:59:38.110110,Unknown,Happy,"HR: 82.2, EDA: 56.8",10,"I'm here with you, and I sense a calm and happy tone, I'm ready to listen when you're ready to talk.",
2026-04-27T06:59:44.273667,Unknown,Happy,"HR: 83.4, EDA: 58.8",10,"I'm here with you and I sense a calm atmosphere, your biometrics seem relatively stable, and I'm looking forward to our conversation when you're ready to speak.",
2026-04-27T06:59:49.914555,Head Nodding,Sad,"HR: 85.1, EDA: 61.1",60,"I can sense that you're feeling quite sad, and I'm here with you, ready to listen and support you when you're ready to talk.",
2026-04-27T06:59:56.459715,Head Nodding,Sad,"HR: 81.4, EDA: 62.6",20,"I'm here with you and I sense a calm atmosphere, your happy voice emotion is reassuring, let's explore what's on your mind when you're ready.",
2026-04-27T07:00:03.274234,Unknown,Sad,"HR: 83.7, EDA: 54.2",60,"I can sense that you're feeling sad, and I'm here with you, ready to listen and support you when you're ready to talk.",
2026-04-27T07:00:08.779275,Head Nodding,Sad,"HR: 84.3, EDA: 50.2",60,"I can sense that you're feeling sad, and I'm here with you, ready to listen and support you when you're ready to talk.",
2026-04-27T07:00:14.644678,Unknown,Happy,"HR: 84.3, EDA: 52.9",20,"I'm here with you, and I sense a calm atmosphere, even though I haven't heard your voice yet, your biometrics seem relatively stable, and I'm looking forward to our conversation.",
