timestamp,video_emotion,voice_emotion,biometric_data,distress_level,llm_response,stt_text
2026-05-02T01:03:03.756372,Starting...,Starting...,Starting...,0,Initializing...,
2026-05-02T01:03:06.756785,Angry,Starting...,"HR: 71.6, SpO2: 97.5%",0,Initializing...,
2026-05-02T01:03:09.757223,Angry,Starting...,"HR: 71.8, SpO2: 97.2%",0,Initializing...,
2026-05-02T01:03:12.757649,Sad,Starting...,"HR: 73.9, SpO2: 97.0%",0,Initializing...,
2026-05-02T01:03:17.028014,Sad,Disgust,"HR: 73.6, SpO2: 96.9%",65,"The combination of your facial expression and vocal tone suggests a profound sense of disappointment or revulsion, and your response to my greeting indicates a degree of emotional discomfort. It appears you're experiencing a complex mix of negative feelings right now.","Hi, how are you?"
2026-05-02T01:03:20.028306,Sad,Disgust,"HR: 76.0, SpO2: 96.7%",65,"The combination of your facial expression and vocal tone suggests a profound sense of disappointment or revulsion, and your response to my greeting indicates a degree of emotional discomfort. It appears you're experiencing a complex mix of negative feelings right now.","Hi, how are you?"
2026-05-02T01:03:23.028647,Sad,Disgust,"HR: 76.5, SpO2: 96.5%",65,"The combination of your facial expression and vocal tone suggests a profound sense of disappointment or revulsion, and your response to my greeting indicates a degree of emotional discomfort. It appears you're experiencing a complex mix of negative feelings right now.","Hi, how are you?"
2026-05-02T01:03:26.028991,Neutral,Disgust,"HR: 75.9, SpO2: 96.6%",65,"The combination of your facial expression and vocal tone suggests a profound sense of disappointment or revulsion, and your response to my greeting indicates a degree of emotional discomfort. It appears you're experiencing a complex mix of negative feelings right now.","Hi, how are you?"
2026-05-02T01:03:29.029449,Neutral,Disgust,"HR: 74.7, SpO2: 96.6%",65,"The combination of your facial expression and vocal tone suggests a profound sense of disappointment or revulsion, and your response to my greeting indicates a degree of emotional discomfort. It appears you're experiencing a complex mix of negative feelings right now.","Hi, how are you?"
2026-05-02T01:03:32.029819,Sad,Disgust,"HR: 73.9, SpO2: 96.0%",65,"The combination of your facial expression and vocal tone suggests a profound sense of disappointment or revulsion, and your response to my greeting indicates a degree of emotional discomfort. It appears you're experiencing a complex mix of negative feelings right now.","Hi, how are you?"
2026-05-02T01:03:35.030257,Sad,Disgust,"HR: 72.6, SpO2: 96.0%",65,"The combination of your facial expression and vocal tone suggests a profound sense of disappointment or revulsion, and your response to my greeting indicates a degree of emotional discomfort. It appears you're experiencing a complex mix of negative feelings right now.","Hi, how are you?"
2026-05-02T01:03:38.030793,Neutral,Disgust,"HR: 72.3, SpO2: 96.0%",65,"The combination of your facial expression and vocal tone suggests a profound sense of disappointment or revulsion, and your response to my greeting indicates a degree of emotional discomfort. It appears you're experiencing a complex mix of negative feelings right now.","Hi, how are you?"
