timestamp,video_emotion,voice_emotion,biometric_data,distress_level,llm_response,stt_text
2026-05-02T01:18:22.394264,Angry,Starting...,"HR: 78.8, SpO2: 98.6%",45,I detect a tension between your stated calmness and the underlying anger in your facial expression and vocal tone; it seems like you're navigating a difficult emotion right now.,
2026-05-02T01:18:25.394642,Angry,Starting...,"HR: 78.1, SpO2: 98.7%",45,I detect a tension between your stated calmness and the underlying anger in your facial expression and vocal tone; it seems like you're navigating a difficult emotion right now.,
2026-05-02T01:18:28.395224,Happy,Starting...,"HR: 76.0, SpO2: 98.8%",45,I detect a tension between your stated calmness and the underlying anger in your facial expression and vocal tone; it seems like you're navigating a difficult emotion right now.,
2026-05-02T01:18:31.395760,Happy,Starting...,"HR: 76.4, SpO2: 99.0%",45,I detect a tension between your stated calmness and the underlying anger in your facial expression and vocal tone; it seems like you're navigating a difficult emotion right now.,
2026-05-02T01:18:34.396277,Neutral,Starting...,"HR: 79.3, SpO2: 99.1%",45,I detect a tension between your stated calmness and the underlying anger in your facial expression and vocal tone; it seems like you're navigating a difficult emotion right now.,
2026-05-02T01:18:37.396813,Neutral,Starting...,"HR: 81.9, SpO2: 99.1%",45,I detect a tension between your stated calmness and the underlying anger in your facial expression and vocal tone; it seems like you're navigating a difficult emotion right now.,
2026-05-02T01:18:41.361701,Angry,Disgust,"HR: 81.9, SpO2: 98.8%",65,"I detect a strong sense of frustration and negativity in your current emotional state, as indicated by the combination of anger, disgust, and elevated heart rate. It appears you are experiencing significant emotional tension right now, and I want to acknowledge that.","Hi, can you say hello to Dr. Layla?"
2026-05-02T01:18:44.362048,Neutral,Disgust,"HR: 82.7, SpO2: 98.9%",65,"I detect a strong sense of frustration and negativity in your current emotional state, as indicated by the combination of anger, disgust, and elevated heart rate. It appears you are experiencing significant emotional tension right now, and I want to acknowledge that.","Hi, can you say hello to Dr. Layla?"
2026-05-02T01:18:47.362315,Neutral,Disgust,"HR: 81.6, SpO2: 98.8%",65,"I detect a strong sense of frustration and negativity in your current emotional state, as indicated by the combination of anger, disgust, and elevated heart rate. It appears you are experiencing significant emotional tension right now, and I want to acknowledge that.","Hi, can you say hello to Dr. Layla?"
2026-05-02T01:18:50.362508,Neutral,Disgust,"HR: 82.6, SpO2: 98.5%",65,"I detect a strong sense of frustration and negativity in your current emotional state, as indicated by the combination of anger, disgust, and elevated heart rate. It appears you are experiencing significant emotional tension right now, and I want to acknowledge that.","Hi, can you say hello to Dr. Layla?"
2026-05-02T01:18:53.362755,Neutral,Disgust,"HR: 83.0, SpO2: 98.2%",65,"I detect a strong sense of frustration and negativity in your current emotional state, as indicated by the combination of anger, disgust, and elevated heart rate. It appears you are experiencing significant emotional tension right now, and I want to acknowledge that.","Hi, can you say hello to Dr. Layla?"
2026-05-02T01:18:56.363083,Neutral,Disgust,"HR: 83.9, SpO2: 98.5%",65,"I detect a strong sense of frustration and negativity in your current emotional state, as indicated by the combination of anger, disgust, and elevated heart rate. It appears you are experiencing significant emotional tension right now, and I want to acknowledge that.","Hi, can you say hello to Dr. Layla?"
2026-05-02T01:18:59.363360,Neutral,Disgust,"HR: 82.5, SpO2: 98.7%",65,"I detect a strong sense of frustration and negativity in your current emotional state, as indicated by the combination of anger, disgust, and elevated heart rate. It appears you are experiencing significant emotional tension right now, and I want to acknowledge that.","Hi, can you say hello to Dr. Layla?"
