timestamp,video_emotion,voice_emotion,biometric_data,distress_level,llm_response,stt_text
2026-05-01T23:32:35.949039,Angry,Starting...,"HR: 68.3, SpO2: 97.4%",20,"I notice that you're starting our session with a neutral facial expression and a calm voice tone, and your biometric data indicates a relaxed state with a normal heart rate and high oxygen saturation.",
2026-05-01T23:32:39.783792,Angry,Starting...,"HR: 66.9, SpO2: 97.8%",60,"I notice your face is expressing anger, which seems to be simmering just below the surface, and your voice is about to convey something, but the words haven't quite emerged yet.",
2026-05-01T23:32:43.394901,Angry,Starting...,"HR: 68.3, SpO2: 97.4%",60,"I notice your face is expressing anger, which seems to be building up as indicated by the initial tone in your voice, even though you haven't spoken yet.",
2026-05-01T23:32:47.107436,Angry,Fear,"HR: 68.6, SpO2: 97.8%",60,"I notice a disconnect between your facial expression, which shows anger, and your voice tone, which conveys fear, suggesting there may be a mix of emotions you're struggling to express with your simple 'Okay'.",Okay
2026-05-01T23:32:50.762406,Angry,Fear,"HR: 69.6, SpO2: 97.9%",60,"I notice a disconnect between your facial expression, which shows anger, and your voice tone, which conveys fear, suggesting a potential inner conflict, and your brief response of 'Okay' may be a attempt to mask or downplay your emotions.",Okay
2026-05-01T23:32:54.405690,Angry,Fear,"HR: 67.1, SpO2: 98.0%",60,"I notice that your angry facial expression seems to be at odds with the fear evident in your voice, and your brief utterance of 'okay' may be an attempt to mask or manage these conflicting emotions.",Okay
2026-05-01T23:32:58.122962,Angry,Fear,"HR: 68.4, SpO2: 97.7%",72,"I notice a disconnect between your angry facial expression and the fear underlying your tone, which suggests that you may be struggling to acknowledge or express your true emotions, and your brief utterance of 'okay' seems to be a attempt to mask or downplay your feelings.",Okay
2026-05-01T23:33:01.864407,Happy,Fear,"HR: 67.2, SpO2: 97.5%",40,"I notice a discrepancy between your neutral facial expression and the fear evident in your voice tone, suggesting that you may be attempting to conceal your emotional state with a calm demeanor, and your brief utterance of 'okay' seems to be a tentative acknowledgment rather than a genuine expression of agreement.",Okay
2026-05-01T23:33:05.581402,Happy,Fear,"HR: 66.1, SpO2: 97.4%",40,"I notice a discrepancy between your happy facial expression and the fear underlying your tone of voice, which suggests that you may be experiencing a sense of unease or apprehension beneath your outward appearance of calmness.",Okay
2026-05-01T23:33:09.310124,Happy,Fear,"HR: 66.6, SpO2: 97.8%",40,"I notice a discrepancy between your happy facial expression and the fear evident in your voice tone, which suggests that you may be experiencing some internal conflict or anxiety that you're not openly acknowledging, as hinted by your brief and neutral 'Okay' statement.",Okay
2026-05-01T23:33:12.998338,Happy,Fear,"HR: 67.2, SpO2: 97.9%",40,"I notice a discrepancy between your happy facial expression and fearful tone of voice, which suggests that you may be trying to conceal or downplay your true emotional state when you say 'okay'.",Okay
2026-05-01T23:33:16.613962,Happy,Fear,"HR: 65.9, SpO2: 97.9%",40,"I notice a disconnect between your happy facial expression and the fear evident in your voice tone, which suggests there may be some underlying anxiety despite your verbal acknowledgement of 'okay'.",Okay
2026-05-01T23:33:20.250370,Happy,Fear,"HR: 66.2, SpO2: 97.9%",40,"I notice a disconnect between your happy facial expression and the fear I detect in your voice, which suggests that you may be attempting to mask or downplay your true emotional state with your initial 'Okay'.",Okay
2026-05-01T23:33:23.919582,Happy,Fear,"HR: 66.8, SpO2: 97.5%",40,"I notice a discrepancy between your happy facial expression and the fear evident in your voice tone, which suggests that you may be trying to mask or downplay your true emotional state with your 'okay' acknowledgment.",Okay
