timestamp,video_emotion,voice_emotion,biometric_data,distress_level,llm_response,stt_text
2026-05-01T22:44:23.516488,Sad,Starting...,"HR: 67.7, SpO2: 99.0%",0,"I notice you're starting our session with a neutral emotional state, and your biometric readings indicate a calm physiological state, with a heart rate of 67.7 beats per minute and oxygen saturation at 99.0%.",
2026-05-01T22:44:27.167824,Sad,Starting...,"HR: 67.2, SpO2: 99.2%",60,"I notice a somber expression on your face, and your biometrics indicate a relatively calm state, but your voice hints at an unspoken emotion, suggesting there may be something underlying your sadness that you're not yet verbalizing.",
2026-05-01T22:44:30.871516,Neutral,Starting...,"HR: 67.0, SpO2: 99.3%",20,"I notice your face is neutral, but your voice hints at initiating something, and your biometrics suggest a relatively calm state, with a stable heart rate and normal oxygen levels.",
2026-05-01T22:44:34.486722,Happy,Starting...,"HR: 65.5, SpO2: 99.3%",5,"I notice your facial expression is neutral, and your biometrics indicate a relatively calm state, with a stable heart rate and normal oxygen saturation levels.",
2026-05-01T22:44:38.071634,Neutral,Starting...,"HR: 65.5, SpO2: 99.5%",20,"I notice your heart rate is slightly lower than average, which may indicate a state of relaxation, and your neutral facial expression suggests you're not experiencing immediate emotional arousal.",
2026-05-01T22:44:41.792144,Neutral,Starting...,"HR: 63.9, SpO2: 99.8%",2,"I notice your biometrics are within normal ranges and your face emotion is neutral, suggesting a calm state, but your voice emotion hints at a potential initiation of expression, as if you're about to start sharing something.",
2026-05-01T22:44:45.441764,Neutral,Starting...,"HR: 65.8, SpO2: 99.6%",20,"I notice your voice emotion is starting to show some subtle activation, despite your neutral facial expression, suggesting there may be some underlying emotional stirring that hasn't yet reached the surface.",
2026-05-01T22:44:49.175652,Neutral,Starting...,"HR: 66.3, SpO2: 99.8%",5,"I notice your heart rate is slightly lower than average, and your facial expression is neutral, suggesting a state of calmness, but your voice is about to initiate, possibly indicating an impending expression of thought or emotion.",
2026-05-01T22:44:52.811397,Neutral,Starting...,"HR: 65.7, SpO2: 100.0%",20,"I notice your heart rate is within a normal range and your oxygen saturation is at 100%, which suggests you're physically calm, but your voice emotion hints at a potential initiation of expression, as if you're about to start speaking.",
2026-05-01T22:44:56.416447,Neutral,Starting...,"HR: 67.3, SpO2: 99.9%",2,"I notice your biometrics indicate a state of relaxation, with a stable heart rate and high oxygen saturation, which aligns with your neutral facial expression.",
2026-05-01T22:45:00.001292,Neutral,Starting...,"HR: 66.2, SpO2: 99.8%",2,"I notice your biometrics are within normal ranges, indicating a calm state, and your neutral facial expression suggests a lack of immediate emotional arousal.",
2026-05-01T22:45:03.706643,Happy,Starting...,"HR: 66.9, SpO2: 99.8%",5,"I notice a slight discrepancy between your face emotion, which appears happy, and your voice emotion, which seems to be on the cusp of expressing something, suggesting a potential underlying complexity to your current emotional state.",
