timestamp,video_emotion,voice_emotion,biometric_data,distress_level,llm_response,stt_text
2026-05-02T01:03:53.032260,Neutral,Starting...,"HR: 71.3, SpO2: 95.9%",65,"The combination of your facial expression and vocal tone suggests a profound sense of disappointment or revulsion, and your response to my greeting indicates a degree of emotional discomfort. It appears you're experiencing a complex mix of negative feelings right now.",
2026-05-02T01:03:56.032736,Sad,Starting...,"HR: 72.0, SpO2: 95.7%",65,"The combination of your facial expression and vocal tone suggests a profound sense of disappointment or revulsion, and your response to my greeting indicates a degree of emotional discomfort. It appears you're experiencing a complex mix of negative feelings right now.",
2026-05-02T01:03:59.033252,Neutral,Starting...,"HR: 71.5, SpO2: 96.0%",65,"The combination of your facial expression and vocal tone suggests a profound sense of disappointment or revulsion, and your response to my greeting indicates a degree of emotional discomfort. It appears you're experiencing a complex mix of negative feelings right now.",
2026-05-02T01:04:02.033598,Neutral,Starting...,"HR: 70.4, SpO2: 96.0%",65,"The combination of your facial expression and vocal tone suggests a profound sense of disappointment or revulsion, and your response to my greeting indicates a degree of emotional discomfort. It appears you're experiencing a complex mix of negative feelings right now.",
2026-05-02T01:04:05.033938,Angry,Starting...,"HR: 71.4, SpO2: 96.2%",65,"The combination of your facial expression and vocal tone suggests a profound sense of disappointment or revulsion, and your response to my greeting indicates a degree of emotional discomfort. It appears you're experiencing a complex mix of negative feelings right now.",
2026-05-02T01:04:08.987307,Neutral,Calm,"HR: 70.7, SpO2: 96.0%",15,"Your voice appears relaxed and steady, which is appropriate for a professional setting. It's understandable to feel a bit apprehensive about a new interaction, especially if you're preparing for a potentially important meeting with Dr. Layla.","Hi, this is just a demo for tomorrow. Can you say hi to Dr. Layla?"
2026-05-02T01:04:11.987693,Neutral,Calm,"HR: 71.2, SpO2: 96.4%",15,"Your voice appears relaxed and steady, which is appropriate for a professional setting. It's understandable to feel a bit apprehensive about a new interaction, especially if you're preparing for a potentially important meeting with Dr. Layla.","Hi, this is just a demo for tomorrow. Can you say hi to Dr. Layla?"
2026-05-02T01:04:14.988185,Happy,Calm,"HR: 71.5, SpO2: 96.3%",15,"Your voice appears relaxed and steady, which is appropriate for a professional setting. It's understandable to feel a bit apprehensive about a new interaction, especially if you're preparing for a potentially important meeting with Dr. Layla.","Hi, this is just a demo for tomorrow. Can you say hi to Dr. Layla?"
2026-05-02T01:04:17.988519,Happy,Calm,"HR: 71.9, SpO2: 96.5%",15,"Your voice appears relaxed and steady, which is appropriate for a professional setting. It's understandable to feel a bit apprehensive about a new interaction, especially if you're preparing for a potentially important meeting with Dr. Layla.","Hi, this is just a demo for tomorrow. Can you say hi to Dr. Layla?"
2026-05-02T01:04:20.988808,Happy,Calm,"HR: 72.8, SpO2: 96.4%",15,"Your voice appears relaxed and steady, which is appropriate for a professional setting. It's understandable to feel a bit apprehensive about a new interaction, especially if you're preparing for a potentially important meeting with Dr. Layla.","Hi, this is just a demo for tomorrow. Can you say hi to Dr. Layla?"
