timestamp,video_emotion,voice_emotion,biometric_data,distress_level,llm_response,stt_text
2026-05-02T00:42:07.885163,Neutral,Starting...,"HR: 71.7, SpO2: 97.9%",45,"The slight tension in your jaw and the subtle furrowing of your brow suggest a degree of internal conflict, perhaps related to the anticipation of a significant event.",
2026-05-02T00:42:11.623088,Neutral,Starting...,"HR: 73.0, SpO2: 97.7%",25,"Your slightly elevated heart rate suggests a subtle level of unease, even if your facial expression is neutral. It's possible you're holding back a feeling that's starting to surface.",
2026-05-02T00:42:15.303528,Neutral,Starting...,"HR: 72.8, SpO2: 97.5%",25,"Your slightly elevated heart rate suggests a subtle underlying tension, and the initial shift in your voice indicates a potential for emotional processing. I notice a quiet readiness for whatever arises.",
2026-05-02T00:42:19.082109,Neutral,Starting...,"HR: 72.4, SpO2: 97.9%",15,"Your repeated use of 'test' suggests a potential anxiety around the interaction itself, perhaps feeling unsure if you're being heard or understood. It's a direct signal of uncertainty.",Hi. Can you hear me? This is just a test test test.
2026-05-02T00:42:22.860085,Neutral,Starting...,"HR: 73.8, SpO2: 98.0%",15,"Your voice suggests a slight hesitancy, indicating you might be feeling a little unsure about the test itself, but your facial expression is currently neutral. It's understandable to feel a bit apprehensive when trying something new.",Hi. Can you hear me? This is just a test test test.
2026-05-02T00:42:26.712478,Neutral,Starting...,"HR: 73.5, SpO2: 98.1%",25,"Your voice exhibits a slight hesitancy, suggesting a possible underlying uncertainty despite your attempt to confirm my reception. It's understandable to want to ensure a connection is established before proceeding.",Hi. Can you hear me? This is just a test test test.
2026-05-02T00:42:30.375958,Neutral,Starting...,"HR: 75.2, SpO2: 97.7%",25,"Your repeated use of 'test' suggests a slight apprehension about the interaction, perhaps indicating a need for reassurance or a desire to confirm functionality.",Hi. Can you hear me? This is just a test test test.
2026-05-02T00:42:34.051823,Happy,Starting...,"HR: 75.1, SpO2: 97.4%",15,"Your voice appears slightly hesitant, despite the initial happiness in your face; the repetition of 'test' suggests a possible underlying uncertainty about the interaction.",Hi. Can you hear me? This is just a test test test.
2026-05-02T00:42:37.797979,Neutral,Starting...,"HR: 75.5, SpO2: 97.7%",25,"Your repeated use of 'test' suggests a degree of uncertainty and perhaps a slight apprehension about the interaction, which is understandable given the initial setup. I sense a subtle undercurrent of self-doubt.",Hi. Can you hear me? This is just a test test test.
2026-05-02T00:42:41.437443,Neutral,Starting...,"HR: 76.1, SpO2: 97.5%",15,"Your repeated use of 'test' suggests a slight anxiety around the interaction, perhaps a concern about whether I'm functioning correctly.",Hi. Can you hear me? This is just a test test test.
