timestamp,video_emotion,voice_emotion,biometric_data,distress_level,llm_response,stt_text
2026-05-02T00:53:31.692758,Starting...,Starting...,"HR: 73.0, SpO2: 98.1%",45,"Your slightly furrowed brow and the subtle tension in your jaw suggest a degree of internal conflict, as if you're grappling with something you're trying to understand.",
2026-05-02T00:53:37.439153,Sad,Starting...,"HR: 74.3, SpO2: 97.5%",65,"I detect a palpable sadness in your expression, accompanied by a hesitant vocal tone - it suggests a potential for emotional vulnerability. It's understandable to feel this way when navigating difficult experiences.",
2026-05-02T00:53:43.302232,Sad,Starting...,"HR: 76.1, SpO2: 97.4%",65,"The subtle shift in your vocal tone suggests a burgeoning sadness, and your facial expression confirms a feeling of sorrow is present. It's understandable to feel this way when navigating difficult emotions.",
2026-05-02T00:53:49.110285,Sad,Disgust,"HR: 74.5, SpO2: 97.9%",65,The combination of your expressed sadness and the disgust in your voice suggests a feeling of profound disappointment or betrayal; I sense a deep sense of discomfort with the current situation. It's understandable that you'd feel that way.,How are you?
2026-05-02T00:53:54.960678,Neutral,Disgust,"HR: 74.4, SpO2: 97.6%",45,"The subtle tightening around your mouth, coupled with the vocal tone, suggests you're experiencing a feeling of revulsion or disapproval, even if you're attempting a neutral expression. It's possible something in the current situation has triggered this response.",How are you?
2026-05-02T00:54:00.818787,Neutral,Disgust,"HR: 73.9, SpO2: 97.6%",35,"The persistent disgust in your voice, coupled with the neutral facial expression, suggests you're experiencing a strong internal reaction to something, even if you're not expressing it outwardly. It would be helpful to explore what's triggering this feeling.",
2026-05-02T00:54:06.691088,Neutral,Fear,"HR: 73.5, SpO2: 97.9%",45,"The persistent disgust in your voice, coupled with the neutral facial expression, suggests a potential internal conflict between perceived negativity and a lack of outward expression. It's as if you're holding something back, and that's creating a tension I need to explore.","If you like this video, please leave a like and subscribe to my channel."
2026-05-02T00:54:12.385200,Neutral,Fear,"HR: 75.5, SpO2: 97.6%",65,"The elevated heart rate and the palpable fear in your voice suggest a significant internal struggle, and I sense you're grappling with something that feels overwhelming right now.",
2026-05-02T00:54:18.164507,Sad,Fear,"HR: 77.1, SpO2: 97.1%",75,The combination of your visibly sad face and the underlying fear in your voice suggests a significant emotional burden; it's clear you're experiencing distress related to something happening right now.,
2026-05-02T00:54:23.937269,Neutral,Happy,"HR: 76.3, SpO2: 96.8%",25,"While your vocal tone indicates happiness, your facial expression appears neutral, suggesting a potential disconnect between your stated emotion and your internal state. The repetition of 'happy' may be a way to compensate for this discrepancy.",No people are not afraid of you. I'm just very very happy. I swear. I'm happy.
2026-05-02T00:54:29.689053,Neutral,Happy,"HR: 73.4, SpO2: 97.1%",25,The consistent repetition of 'happy' alongside a neutral facial expression and elevated heart rate suggests a potential disconnect between stated emotion and underlying internal experience; it's worth exploring the source of this feeling.,No people are not afraid of you. I'm just very very happy. I swear. I'm happy.
