timestamp,video_emotion,voice_emotion,biometric_data,distress_level,llm_response,stt_text
2026-05-02T01:33:18.762951,Angry,Starting...,"HR: 73.5, SpO2: 97.8%",45,"The intensity of the language you're using, while seemingly calm in tone, suggests a significant underlying frustration with the demands of your current situation. It's clear you're feeling overwhelmed by the volume of tasks.",
2026-05-02T01:33:21.763857,Angry,Starting...,"HR: 71.6, SpO2: 97.9%",45,"The intensity of the language you're using, while seemingly calm in tone, suggests a significant underlying frustration with the demands of your current situation. It's clear you're feeling overwhelmed by the volume of tasks.",
2026-05-02T01:33:24.764170,Angry,Starting...,"HR: 71.9, SpO2: 97.4%",45,"The intensity of the language you're using, while seemingly calm in tone, suggests a significant underlying frustration with the demands of your current situation. It's clear you're feeling overwhelmed by the volume of tasks.",
2026-05-02T01:33:52.134673,Angry,Anger,"HR: 71.2, SpO2: 96.6%",65,"The intensity of your anger is palpable, and the request for a greeting suggests a potential disconnect or frustration with the current situation. It seems you're struggling to express or process something, and I'm here to help you navigate that.","Hi, can you say hi, tabda lasin?"
2026-05-02T01:33:55.134917,Angry,Anger,"HR: 71.9, SpO2: 96.6%",65,"The intensity of your anger is palpable, and the request for a greeting suggests a potential disconnect or frustration with the current situation. It seems you're struggling to express or process something, and I'm here to help you navigate that.","Hi, can you say hi, tabda lasin?"
2026-05-02T01:33:58.135134,Angry,Anger,"HR: 70.3, SpO2: 96.5%",65,"The intensity of your anger is palpable, and the request for a greeting suggests a potential disconnect or frustration with the current situation. It seems you're struggling to express or process something, and I'm here to help you navigate that.","Hi, can you say hi, tabda lasin?"
2026-05-02T01:34:01.135435,Angry,Anger,"HR: 70.6, SpO2: 96.4%",65,"The intensity of your anger is palpable, and the request for a greeting suggests a potential disconnect or frustration with the current situation. It seems you're struggling to express or process something, and I'm here to help you navigate that.","Hi, can you say hi, tabda lasin?"
2026-05-02T01:34:04.135722,Neutral,Anger,"HR: 69.7, SpO2: 96.7%",65,"The intensity of your anger is palpable, and the request for a greeting suggests a potential disconnect or frustration with the current situation. It seems you're struggling to express or process something, and I'm here to help you navigate that.","Hi, can you say hi, tabda lasin?"
2026-05-02T01:34:07.136000,Neutral,Anger,"HR: 69.1, SpO2: 96.2%",65,"The intensity of your anger is palpable, and the request for a greeting suggests a potential disconnect or frustration with the current situation. It seems you're struggling to express or process something, and I'm here to help you navigate that.","Hi, can you say hi, tabda lasin?"
2026-05-02T01:34:10.136261,Neutral,Anger,"HR: 68.8, SpO2: 95.8%",65,"The intensity of your anger is palpable, and the request for a greeting suggests a potential disconnect or frustration with the current situation. It seems you're struggling to express or process something, and I'm here to help you navigate that.","Hi, can you say hi, tabda lasin?"
2026-05-02T01:34:13.136611,Angry,Anger,"HR: 68.5, SpO2: 95.7%",65,"The intensity of your anger is palpable, and the request for a greeting suggests a potential disconnect or frustration with the current situation. It seems you're struggling to express or process something, and I'm here to help you navigate that.","Hi, can you say hi, tabda lasin?"
