timestamp,video_emotion,voice_emotion,biometric_data,distress_level,llm_response,stt_text
2026-05-01T09:50:33.711039,Neutral,Sad,"HR: 72.8, SpO2: 97.9%",50,I'm here with you.,Hello.
2026-05-01T09:51:05.980508,Neutral,Sad,"HR: 65.8, SpO2: 98.2%",50,I'm here with you.,Hello.
2026-05-01T09:51:38.240127,Neutral,Sad,"HR: 66.6, SpO2: 98.6%",50,I'm here with you.,Hello.
2026-05-01T09:52:10.511595,Neutral,Sad,"HR: 63.8, SpO2: 98.9%",50,I'm here with you.,Hello.
2026-05-01T09:52:42.764687,Neutral,Sad,"HR: 56.6, SpO2: 98.0%",50,I'm here with you.,Hello.
2026-05-01T09:53:15.023260,Neutral,Sad,"HR: 52.7, SpO2: 98.0%",50,I'm here with you.,Hello.
2026-05-01T09:53:47.286645,Neutral,Sad,"HR: 54.9, SpO2: 97.2%",50,I'm here with you.,Hello.
2026-05-01T09:54:19.546722,Neutral,Sad,"HR: 59.1, SpO2: 98.0%",50,I'm here with you.,Hello.
2026-05-01T09:54:51.812993,Neutral,Sad,"HR: 59.5, SpO2: 98.3%",50,I'm here with you.,Hello.
2026-05-01T09:55:18.172471,Neutral,Sad,"HR: 61.7, SpO2: 98.0%",25,Hello there. It's so kind of you to reach out. I appreciate you sharing that with me – it takes courage to be open. How are you feeling today?,Hello.
2026-05-01T09:55:49.059716,Neutral,Sad,"HR: 65.1, SpO2: 97.5%",25,"Hello there. It's so kind of you to reach out. I appreciate you sharing that with me – it takes courage to be open, and I'm here to listen without judgment. How are you feeling today?",Hello.
2026-05-01T09:56:20.797086,Neutral,Sad,"HR: 56.7, SpO2: 98.8%",25,"Hello there. It's so good to hear from you, and I appreciate you sharing that you feel accepted here. It takes courage to walk into a new space and be vulnerable, and I'm honored to be here with you.",Hello.
2026-05-01T09:56:52.718959,Neutral,Sad,"HR: 61.5, SpO2: 99.1%",25,"Hello there. It's so kind of you to reach out and share that with me; I really appreciate you feeling comfortable enough to do so. It takes courage to be open, and I'm here to listen without judgment.",Hello.
2026-05-01T09:57:24.976964,Neutral,Sad,"HR: 61.9, SpO2: 98.7%",50,I'm here with you.,Hello.
2026-05-01T09:58:01.765242,Neutral,Sad,"HR: 56.8, SpO2: 98.8%",15,Hello there. It's so kind of you to reach out. I appreciate you sharing that you're here and feeling comfortable – it takes courage to do that. How are you feeling today?,Hello.
2026-05-01T09:58:34.129062,Neutral,Sad,"HR: 58.4, SpO2: 98.1%",50,I'm here with you.,Hello.
2026-05-01T09:59:06.379812,Neutral,Sad,"HR: 55.7, SpO2: 99.6%",50,I'm here with you.,Hello.
2026-05-01T09:59:37.078071,Neutral,Sad,"HR: 55.7, SpO2: 99.9%",25,"Hello. It's really kind of you to share that with me; it takes courage to be open about your feelings, and I appreciate you feeling comfortable enough to come in and talk. I'm glad you feel accepted here.",Hello.
2026-05-01T10:00:08.828372,Neutral,Sad,"HR: 54.6, SpO2: 99.9%",25,"Hello there. It's so kind of you to reach out. I appreciate you sharing that with me; it takes courage to be open, and I'm here to listen without judgment. How are you feeling today?",Hello.
2026-05-01T10:00:39.621453,Neutral,Sad,"HR: 55.1, SpO2: 100.0%",25,"Hello. It's so kind of you to reach out. I appreciate you sharing that with me; it takes courage to be open, and I'm here to listen without judgment. How are you feeling today?",Hello.
