timestamp,video_emotion,voice_emotion,distress_level,llm_response,stt_text
2026-05-02T02:55:05.811422,Neutral,Starting...,45,"I hear you, and it sounds like you're feeling a lot of frustration right now. Is there something specific that's making you feel this way?",
2026-05-02T02:55:08.811807,Neutral,Starting...,45,"I hear you, and it sounds like you're feeling a lot of frustration right now. Is there something specific that's making you feel this way?",
2026-05-02T02:55:11.812470,Angry,Starting...,45,"I hear you, and it sounds like you're feeling a lot of frustration right now. Is there something specific that's making you feel this way?",
2026-05-02T02:55:14.812903,Neutral,Starting...,45,"I hear you, and it sounds like you're feeling a lot of frustration right now. Is there something specific that's making you feel this way?",
2026-05-02T02:55:17.813564,Neutral,Starting...,45,"I hear you, and it sounds like you're feeling a lot of frustration right now. Is there something specific that's making you feel this way?",
2026-05-02T02:55:20.814079,Neutral,Starting...,45,"I hear you, and it sounds like you're feeling a lot of frustration right now. Is there something specific that's making you feel this way?",
2026-05-02T02:55:23.814547,Neutral,Starting...,45,"I hear you, and it sounds like you're feeling a lot of frustration right now. Is there something specific that's making you feel this way?",
2026-05-02T02:55:26.815250,Neutral,Starting...,45,"I hear you, and it sounds like you're feeling a lot of frustration right now. Is there something specific that's making you feel this way?",
2026-05-02T02:55:29.815742,Neutral,Starting...,45,"I hear you, and it sounds like you're feeling a lot of frustration right now. Is there something specific that's making you feel this way?",
2026-05-02T02:55:32.816250,Neutral,Starting...,45,"I hear you, and it sounds like you're feeling a lot of frustration right now. Is there something specific that's making you feel this way?",
2026-05-02T02:55:35.816721,Neutral,Starting...,45,"I hear you, and it sounds like you're feeling a lot of frustration right now. Is there something specific that's making you feel this way?",
2026-05-02T02:55:53.272666,Happy,Disgust,60,It sounds like you're really struggling with this path you've been working so hard on. What part of it feels the most difficult right now?,"Hey man, I actually not feeling sad, like you know the grey area, I feel I'm in the grey area,  I have spent a lot of time working on building the specific path, but I'm here I feel like I hate it.  I don't know what should I do."
2026-05-02T02:55:56.272941,Happy,Disgust,60,It sounds like you're really struggling with this path you've been working so hard on. What part of it feels the most difficult right now?,"Hey man, I actually not feeling sad, like you know the grey area, I feel I'm in the grey area,  I have spent a lot of time working on building the specific path, but I'm here I feel like I hate it.  I don't know what should I do."
2026-05-02T02:55:59.273411,Happy,Disgust,60,It sounds like you're really struggling with this path you've been working so hard on. What part of it feels the most difficult right now?,"Hey man, I actually not feeling sad, like you know the grey area, I feel I'm in the grey area,  I have spent a lot of time working on building the specific path, but I'm here I feel like I hate it.  I don't know what should I do."
2026-05-02T02:56:02.273740,Happy,Disgust,60,It sounds like you're really struggling with this path you've been working so hard on. What part of it feels the most difficult right now?,"Hey man, I actually not feeling sad, like you know the grey area, I feel I'm in the grey area,  I have spent a lot of time working on building the specific path, but I'm here I feel like I hate it.  I don't know what should I do."
2026-05-02T02:56:05.277999,Neutral,Disgust,60,It sounds like you're really struggling with this path you've been working so hard on. What part of it feels the most difficult right now?,"Hey man, I actually not feeling sad, like you know the grey area, I feel I'm in the grey area,  I have spent a lot of time working on building the specific path, but I'm here I feel like I hate it.  I don't know what should I do."
2026-05-02T02:56:27.257655,Sad,Disgust,40,It makes sense that you'd feel lost when something you've dedicated so much time to isn't bringing you joy. What's the hardest part about this path for you?,Like I am working in a lot of projects in the same time and I don't know how to finish them all.
2026-05-02T02:56:46.001429,Neutral,Disgust,60,It sounds like you're feeling overwhelmed with the amount of projects you have on your plate. What's making it feel so difficult to keep up with everything?,Like I am working in a lot of projects in the same time and I don't know how to finish them all.
2026-05-02T02:56:49.001766,Happy,Disgust,60,It sounds like you're feeling overwhelmed with the amount of projects you have on your plate. What's making it feel so difficult to keep up with everything?,Like I am working in a lot of projects in the same time and I don't know how to finish them all.
2026-05-02T02:56:52.002159,Angry,Disgust,60,It sounds like you're feeling overwhelmed with the amount of projects you have on your plate. What's making it feel so difficult to keep up with everything?,Like I am working in a lot of projects in the same time and I don't know how to finish them all.
2026-05-02T02:56:55.002523,Angry,Disgust,60,It sounds like you're feeling overwhelmed with the amount of projects you have on your plate. What's making it feel so difficult to keep up with everything?,Like I am working in a lot of projects in the same time and I don't know how to finish them all.
2026-05-02T02:56:58.002901,Angry,Disgust,60,It sounds like you're feeling overwhelmed with the amount of projects you have on your plate. What's making it feel so difficult to keep up with everything?,
2026-05-02T02:57:01.003399,Angry,Disgust,60,It sounds like you're feeling overwhelmed with the amount of projects you have on your plate. What's making it feel so difficult to keep up with everything?,
2026-05-02T02:57:19.336964,Angry,Fear,45,It sounds like you're feeling overwhelmed with the amount of projects you have on your plate. What's making it feel so difficult to keep up with everything?,"Oh, this is just an ademo. Can you say hi to Dr. Layla?"
2026-05-02T02:57:22.340187,Angry,Fear,45,It sounds like you're feeling overwhelmed with the amount of projects you have on your plate. What's making it feel so difficult to keep up with everything?,"Oh, this is just an ademo. Can you say hi to Dr. Layla?"
2026-05-02T02:57:25.340549,Happy,Fear,45,It sounds like you're feeling overwhelmed with the amount of projects you have on your plate. What's making it feel so difficult to keep up with everything?,"Oh, this is just an ademo. Can you say hi to Dr. Layla?"
2026-05-02T02:57:28.340891,Happy,Fear,45,It sounds like you're feeling overwhelmed with the amount of projects you have on your plate. What's making it feel so difficult to keep up with everything?,"Oh, this is just an ademo. Can you say hi to Dr. Layla?"
2026-05-02T02:57:31.341240,Happy,Fear,45,It sounds like you're feeling overwhelmed with the amount of projects you have on your plate. What's making it feel so difficult to keep up with everything?,"Oh, this is just an ademo. Can you say hi to Dr. Layla?"
2026-05-02T02:57:34.341581,Neutral,Fear,45,It sounds like you're feeling overwhelmed with the amount of projects you have on your plate. What's making it feel so difficult to keep up with everything?,
2026-05-02T02:57:58.976853,Angry,Sad,60,Hi there! It's understandable to feel that way when you're juggling so many things. Is there anything specific that's contributing to the feeling of being overwhelmed right now?,Thank you.
2026-05-02T02:58:10.262991,Happy,Sad,40,It's lovely to hear you say that. How are you feeling *right now*?,Thank you.
2026-05-02T02:58:13.263271,Happy,Sad,40,It's lovely to hear you say that. How are you feeling *right now*?,Thank you.
2026-05-02T02:58:16.263645,Happy,Sad,40,It's lovely to hear you say that. How are you feeling *right now*?,Thank you.
2026-05-02T02:58:19.264001,Happy,Anger,40,It's lovely to hear you say that. How are you feeling *right now*?,
2026-05-02T02:58:22.264310,Neutral,Anger,40,It's lovely to hear you say that. How are you feeling *right now*?,
2026-05-02T02:58:36.520072,Angry,Surprised,25,"Okay, I understand. It's interesting that you're testing this out! What would you like to explore today?","Okay, this is just some demo. Can you say hi to Dr. Layla?"
2026-05-02T02:58:39.520286,Angry,Surprised,25,"Okay, I understand. It's interesting that you're testing this out! What would you like to explore today?","Okay, this is just some demo. Can you say hi to Dr. Layla?"
2026-05-02T02:58:42.520505,Angry,Surprised,25,"Okay, I understand. It's interesting that you're testing this out! What would you like to explore today?","Okay, this is just some demo. Can you say hi to Dr. Layla?"
2026-05-02T02:58:45.520745,Angry,Surprised,25,"Okay, I understand. It's interesting that you're testing this out! What would you like to explore today?","Okay, this is just some demo. Can you say hi to Dr. Layla?"
2026-05-02T02:58:48.520997,Angry,Surprised,25,"Okay, I understand. It's interesting that you're testing this out! What would you like to explore today?",
2026-05-02T02:59:01.861737,Angry,Neutral,20,Hi there! I'm happy to help with the demo. Is there anything specific you'd like to talk about while we're here?,Just say hi to Dr. Laila.
2026-05-02T02:59:04.862035,Angry,Neutral,20,Hi there! I'm happy to help with the demo. Is there anything specific you'd like to talk about while we're here?,Just say hi to Dr. Laila.
2026-05-02T02:59:07.862374,Angry,Neutral,20,Hi there! I'm happy to help with the demo. Is there anything specific you'd like to talk about while we're here?,Just say hi to Dr. Laila.
2026-05-02T02:59:10.862691,Angry,Neutral,20,Hi there! I'm happy to help with the demo. Is there anything specific you'd like to talk about while we're here?,Just say hi to Dr. Laila.
2026-05-02T02:59:13.863009,Angry,Neutral,20,Hi there! I'm happy to help with the demo. Is there anything specific you'd like to talk about while we're here?,Just say hi to Dr. Laila.
2026-05-02T02:59:16.863414,Angry,Neutral,20,Hi there! I'm happy to help with the demo. Is there anything specific you'd like to talk about while we're here?,Just say hi to Dr. Laila.
