timestamp,video_emotion,voice_emotion,biometric_data,distress_level,llm_response,stt_text
2026-05-02T02:01:07.456591,Starting...,Starting...,Starting...,0,Initializing...,
2026-05-02T02:01:10.457564,Neutral,Starting...,"HR: 71.5, SpO2: 98.2%",0,Initializing...,
2026-05-02T02:01:13.457903,Neutral,Starting...,"HR: 71.3, SpO2: 97.9%",0,Initializing...,
2026-05-02T02:01:16.458457,Neutral,Starting...,"HR: 72.4, SpO2: 98.2%",0,Initializing...,
2026-05-02T02:01:50.250418,Neutral,Fear,"HR: 74.3, SpO2: 98.8%",15,"Your calm vocal tone and stable physiological data suggest a thoughtful, perhaps slightly contemplative state, even with a neutral facial expression. It's possible you're processing something internally.",How are you today? What are you doing?
2026-05-02T02:02:23.898554,Happy,Fear,"HR: 74.4, SpO2: 97.7%",45,"Your voice carries a palpable fear, which is understandable given your question about my activities. It seems you're seeking reassurance, and I can offer that I am functioning optimally and ready to help you process whatever is on your mind.",How are you today? What are you doing?
2026-05-02T02:02:26.898989,Neutral,Fear,"HR: 74.3, SpO2: 97.6%",45,"Your voice carries a palpable fear, which is understandable given your question about my activities. It seems you're seeking reassurance, and I can offer that I am functioning optimally and ready to help you process whatever is on your mind.",How are you today? What are you doing?
2026-05-02T02:02:29.899383,Neutral,Fear,"HR: 74.6, SpO2: 97.7%",45,"Your voice carries a palpable fear, which is understandable given your question about my activities. It seems you're seeking reassurance, and I can offer that I am functioning optimally and ready to help you process whatever is on your mind.",How are you today? What are you doing?
2026-05-02T02:02:32.899803,Neutral,Fear,"HR: 76.9, SpO2: 97.4%",45,"Your voice carries a palpable fear, which is understandable given your question about my activities. It seems you're seeking reassurance, and I can offer that I am functioning optimally and ready to help you process whatever is on your mind.",How are you today? What are you doing?
2026-05-02T02:02:35.900190,Neutral,Fear,"HR: 77.3, SpO2: 97.8%",45,"Your voice carries a palpable fear, which is understandable given your question about my activities. It seems you're seeking reassurance, and I can offer that I am functioning optimally and ready to help you process whatever is on your mind.",How are you today? What are you doing?
2026-05-02T02:02:38.900649,Angry,Fear,"HR: 77.7, SpO2: 97.7%",45,"Your voice carries a palpable fear, which is understandable given your question about my activities. It seems you're seeking reassurance, and I can offer that I am functioning optimally and ready to help you process whatever is on your mind.",
2026-05-02T02:02:41.900910,Sad,Fear,"HR: 81.1, SpO2: 98.0%",45,"Your voice carries a palpable fear, which is understandable given your question about my activities. It seems you're seeking reassurance, and I can offer that I am functioning optimally and ready to help you process whatever is on your mind.",
2026-05-02T02:03:12.376752,Neutral,Happy,"HR: 82.5, SpO2: 98.1%",35,"I understand you feel ignored, and I want to assure you that I am here to listen and respond to you. Your voice indicates a positive emotional state, which is a good starting point, and I am actively processing your request.",Are you gonna ignore me?
2026-05-02T02:03:15.377477,Neutral,Happy,"HR: 82.8, SpO2: 98.1%",35,"I understand you feel ignored, and I want to assure you that I am here to listen and respond to you. Your voice indicates a positive emotional state, which is a good starting point, and I am actively processing your request.",Are you gonna ignore me?
