timestamp,video_emotion,voice_emotion,biometric_data,distress_level,llm_response,stt_text
2026-05-02T02:45:56.487127,Starting...,Starting...,"HR: 69.9, SpO2: 98.0%",0,Initializing...,
2026-05-02T02:45:59.487420,Neutral,Starting...,"HR: 70.6, SpO2: 97.8%",0,Initializing...,
2026-05-02T02:46:02.487700,Angry,Starting...,"HR: 68.8, SpO2: 97.6%",0,Initializing...,
2026-05-02T02:46:05.487978,Angry,Starting...,"HR: 68.6, SpO2: 97.7%",0,Initializing...,
2026-05-02T02:46:08.488214,Neutral,Starting...,"HR: 66.5, SpO2: 97.3%",0,Initializing...,
2026-05-02T02:46:11.488511,Neutral,Starting...,"HR: 66.6, SpO2: 97.2%",0,Initializing...,
2026-05-02T02:46:14.488875,Sad,Starting...,"HR: 64.3, SpO2: 96.8%",0,Initializing...,
2026-05-02T02:46:17.489236,Sad,Starting...,"HR: 64.9, SpO2: 96.6%",0,Initializing...,
2026-05-02T02:46:20.489613,Neutral,Starting...,"HR: 64.4, SpO2: 96.4%",0,Initializing...,
2026-05-02T02:46:23.489971,Sad,Starting...,"HR: 64.6, SpO2: 96.5%",0,Initializing...,
2026-05-02T02:46:26.490356,Neutral,Starting...,"HR: 65.5, SpO2: 96.1%",0,Initializing...,
2026-05-02T02:47:00.266362,Neutral,Anger,"HR: 65.5, SpO2: 95.2%",60,That sounds incredibly frustrating. It's tough when you pour so much effort into something and then feel lost. What's making you feel so unsure about your direction right now?,"I spent tears building a specific pass, but now I'm here, I don't know what I'm doing here, honestly."
2026-05-02T02:47:03.266788,Neutral,Anger,"HR: 65.5, SpO2: 95.3%",60,That sounds incredibly frustrating. It's tough when you pour so much effort into something and then feel lost. What's making you feel so unsure about your direction right now?,"I spent tears building a specific pass, but now I'm here, I don't know what I'm doing here, honestly."
2026-05-02T02:47:06.267033,Angry,Anger,"HR: 68.0, SpO2: 95.4%",60,That sounds incredibly frustrating. It's tough when you pour so much effort into something and then feel lost. What's making you feel so unsure about your direction right now?,"I spent tears building a specific pass, but now I'm here, I don't know what I'm doing here, honestly."
2026-05-02T02:47:09.267354,Angry,Anger,"HR: 67.8, SpO2: 95.6%",60,That sounds incredibly frustrating. It's tough when you pour so much effort into something and then feel lost. What's making you feel so unsure about your direction right now?,"I spent tears building a specific pass, but now I'm here, I don't know what I'm doing here, honestly."
2026-05-02T02:47:12.267572,Angry,Anger,"HR: 68.7, SpO2: 95.4%",60,That sounds incredibly frustrating. It's tough when you pour so much effort into something and then feel lost. What's making you feel so unsure about your direction right now?,"I spent tears building a specific pass, but now I'm here, I don't know what I'm doing here, honestly."
2026-05-02T02:47:15.267823,Angry,Anger,"HR: 67.2, SpO2: 95.3%",60,That sounds incredibly frustrating. It's tough when you pour so much effort into something and then feel lost. What's making you feel so unsure about your direction right now?,"I spent tears building a specific pass, but now I'm here, I don't know what I'm doing here, honestly."
2026-05-02T02:47:18.268130,Sad,Anger,"HR: 66.4, SpO2: 95.5%",60,That sounds incredibly frustrating. It's tough when you pour so much effort into something and then feel lost. What's making you feel so unsure about your direction right now?,"I spent tears building a specific pass, but now I'm here, I don't know what I'm doing here, honestly."
2026-05-02T02:47:21.268407,Sad,Anger,"HR: 66.6, SpO2: 95.0%",60,That sounds incredibly frustrating. It's tough when you pour so much effort into something and then feel lost. What's making you feel so unsure about your direction right now?,"I spent tears building a specific pass, but now I'm here, I don't know what I'm doing here, honestly."
2026-05-02T02:47:24.268735,Angry,Anger,"HR: 64.8, SpO2: 94.9%",60,That sounds incredibly frustrating. It's tough when you pour so much effort into something and then feel lost. What's making you feel so unsure about your direction right now?,"I spent tears building a specific pass, but now I'm here, I don't know what I'm doing here, honestly."
2026-05-02T02:47:27.269062,Angry,Anger,"HR: 64.7, SpO2: 95.1%",60,That sounds incredibly frustrating. It's tough when you pour so much effort into something and then feel lost. What's making you feel so unsure about your direction right now?,
2026-05-02T02:47:30.269364,Angry,Anger,"HR: 64.1, SpO2: 94.7%",60,That sounds incredibly frustrating. It's tough when you pour so much effort into something and then feel lost. What's making you feel so unsure about your direction right now?,
2026-05-02T02:47:33.269692,Sad,Anger,"HR: 66.0, SpO2: 94.7%",60,That sounds incredibly frustrating. It's tough when you pour so much effort into something and then feel lost. What's making you feel so unsure about your direction right now?,
2026-05-02T02:47:36.270086,Neutral,Anger,"HR: 66.6, SpO2: 94.7%",60,That sounds incredibly frustrating. It's tough when you pour so much effort into something and then feel lost. What's making you feel so unsure about your direction right now?,
