timestamp,video_emotion,voice_emotion,biometric_data,distress_level,llm_response,stt_text
2026-05-02T01:30:20.739232,Starting...,Starting...,"HR: 70.9, SpO2: 98.1%",0,Initializing...,
2026-05-02T01:30:23.739770,Sad,Starting...,"HR: 69.7, SpO2: 98.1%",0,Initializing...,
2026-05-02T01:30:26.740140,Sad,Starting...,"HR: 71.4, SpO2: 97.5%",0,Initializing...,
2026-05-02T01:30:29.740427,Sad,Starting...,"HR: 71.2, SpO2: 97.8%",0,Initializing...,
2026-05-02T01:30:32.740838,Sad,Starting...,"HR: 70.4, SpO2: 97.9%",0,Initializing...,
2026-05-02T01:31:06.474228,Sad,Fear,"HR: 71.3, SpO2: 98.2%",65,"I detect a clear sadness in both your facial expression and vocal tone, coupled with a slightly elevated heart rate. It seems like you're carrying a heavy weight right now.",I don't want to be rude to you.
2026-05-02T01:31:40.138163,Neutral,Calm,"HR: 70.6, SpO2: 98.0%",65,"I understand your hesitation, and I appreciate you communicating your concern about being perceived as rude. Your voice carries a palpable fear, and the sadness in your face suggests a deep emotional vulnerability, which is perfectly understandable given the complexities of our interaction.","For about now, loads of fucking estity or teachers or whatever."
2026-05-02T01:32:13.756379,Sad,Calm,"HR: 73.9, SpO2: 97.8%",45,"The intensity of the language you're using, while seemingly calm in tone, suggests a significant underlying frustration with the demands of your current situation. It's clear you're feeling overwhelmed by the volume of tasks.","For about now, loads of fucking estity or teachers or whatever."
2026-05-02T01:32:16.756764,Sad,Calm,"HR: 71.3, SpO2: 97.8%",45,"The intensity of the language you're using, while seemingly calm in tone, suggests a significant underlying frustration with the demands of your current situation. It's clear you're feeling overwhelmed by the volume of tasks.","For about now, loads of fucking estity or teachers or whatever."
2026-05-02T01:32:19.757056,Angry,Calm,"HR: 72.4, SpO2: 97.6%",45,"The intensity of the language you're using, while seemingly calm in tone, suggests a significant underlying frustration with the demands of your current situation. It's clear you're feeling overwhelmed by the volume of tasks.","For about now, loads of fucking estity or teachers or whatever."
2026-05-02T01:32:22.757331,Angry,Calm,"HR: 73.0, SpO2: 97.7%",45,"The intensity of the language you're using, while seemingly calm in tone, suggests a significant underlying frustration with the demands of your current situation. It's clear you're feeling overwhelmed by the volume of tasks.","For about now, loads of fucking estity or teachers or whatever."
