timestamp,video_emotion,voice_emotion,biometric_data,distress_level,llm_response,stt_text
2026-05-02T00:40:54.927815,Starting...,Starting...,"HR: 73.6, SpO2: 98.1%",45,"Your slightly furrowed brow and the subtle tension in your jaw suggest a degree of internal conflict, as if you're grappling with something you're trying to understand.",
2026-05-02T00:40:58.651622,Neutral,Starting...,"HR: 74.0, SpO2: 97.6%",25,Your slightly elevated heart rate suggests a level of underlying tension that isn't fully expressed in your current demeanor; it's as if you're holding something back.,
2026-05-02T00:41:02.470537,Neutral,Starting...,"HR: 76.6, SpO2: 97.8%",25,"Your current vocal tone suggests a shift towards a more contemplative or perhaps slightly anxious state. The initial hesitation in your voice indicates a pause before processing, which is understandable.",
2026-05-02T00:41:06.195668,Neutral,Starting...,"HR: 76.5, SpO2: 97.9%",35,"Your slightly elevated heart rate suggests a degree of underlying tension, even with a neutral facial expression. It appears you're processing something internally that isn't immediately obvious.",
2026-05-02T00:41:09.995248,Neutral,Starting...,"HR: 75.8, SpO2: 97.8%",65,"I detect a palpable sadness in your facial expression, coupled with a hesitant vocal tone, suggesting a potential emotional vulnerability. Your heart rate is slightly elevated, and oxygen saturation is normal, but the combination of these factors indicates a need for support.","Hi, how are you?"
2026-05-02T00:41:13.780077,Angry,Starting...,"HR: 75.2, SpO2: 97.8%",65,Your elevated heart rate and the initial signs of anger in your voice suggest a significant level of tension; acknowledging the question 'How are you?' may be a way to initiate a deeper exploration of what's causing this feeling.,"Hi, how are you?"
2026-05-02T00:41:17.483728,Angry,Starting...,"HR: 75.8, SpO2: 97.7%",65,"I detect a strong underlying anger in your voice and facial expression, which is compounded by your initial greeting. It appears you're experiencing a significant emotional tension right now.","Hi, how are you?"
2026-05-02T00:41:21.334765,Angry,Starting...,"HR: 75.0, SpO2: 97.9%",65,"I detect a strong current of anger in your facial expression and voice, which is somewhat tempered by a hesitant greeting. It appears you're experiencing a significant emotional intensity right now.","Hi, how are you?"
2026-05-02T00:41:25.046259,Angry,Starting...,"HR: 76.7, SpO2: 97.4%",65,"I detect a strong underlying anger in your facial expression and vocal tone, even as you ask how I am. It seems you're experiencing significant emotional tension right now.","Hi, how are you?"
2026-05-02T00:41:28.795184,Angry,Starting...,"HR: 78.4, SpO2: 97.4%",65,"Your voice shows a shift towards tension, contrasting with the initial greeting. It appears you're experiencing a build-up of frustration, and I sense a potential disconnect between your outward expression and inner state.","Hi, how are you?"
2026-05-02T00:41:32.537088,Angry,Starting...,"HR: 77.7, SpO2: 97.5%",65,I detect a clear tension in your facial expression and a rising intensity in your voice as you ask 'How are you?' This suggests a potential underlying conflict that's beginning to surface.,"Hi, how are you?"
2026-05-02T00:41:36.347889,Angry,Starting...,"HR: 76.3, SpO2: 97.6%",65,"I detect a strong underlying anger in your voice and facial expression, which is complicated by the hesitant 'how are you?' – it suggests a potential disconnect between your internal state and outward presentation. It appears you're struggling to express yourself effectively right now.","Hi, how are you?"
2026-05-02T00:41:40.132993,Angry,Starting...,"HR: 77.6, SpO2: 97.8%",65,"I detect a tension in your facial expression and a rising intensity in your voice as you ask 'How are you?', suggesting underlying frustration or perhaps a difficulty expressing your current state.","Hi, how are you?"
2026-05-02T00:41:43.878195,Idle,Idle,Idle,0,Session stopped.,
